Token;Número de documentos;Posición del primer registro
pzelhetetlen;1;7149547
pzelik;1;7149548
pzelni;1;7149549
ellenfel;1;7149550
ellenfelek;1;7149551
ellenis;1;7149552
ellenkez;1;7149553
ellenszeg;1;7149554
tek;7;7149555
ellenv;1;7149562
elmondan;1;7149563
elmondani;3;7149564
elmondanunk;1;7149567
elolvastam;1;7149568
elpr;1;7149569
lnek;2;7149570
sszjugoszl;1;7149572
elszeg;1;7149573
nyed;1;7149574
rik;2;7149575
elvt;1;7149577
emberekel;1;7149578
rsainkat;1;7149579
tisztelj;1;7149580
enagy;1;7149581
engedetlens;1;7149582
gre;5;7149583
enn;1;7149588
kt;3;7149589
siteni;2;7149592
siti;1;7149594
lcsis;1;7149595
erog;1;7149596
zeivel;1;7149597
evang;1;7149598
liumi;1;7149599
ezalkalommal;1;7149600
ezent;1;7149601
ezut;1;7149602
jdalmasaz;1;7149603
lelmeinek;1;7149604
ln;1;7149605
ltj;1;7149606
mjelzett;1;7149607
regtelen;1;7149608
rgek;1;7149609
rosban;1;7149610
laj;1;7149611
nlottaa;1;7149612
lderitette;1;7149613
lvetett;1;7149614
lvetheti;1;7149615
nntart;1;7149616
fajtisztazsid;1;7149617
falub;1;7149618
falut;2;7149619
falvakat;1;7149621
fecs;1;7149622
relj;1;7149623
fejleszt;1;7149624
felejts;1;7149625
felfedi;1;7149626
felh;1;7149627
vtak;1;7149628
felismeri;1;7149629
felismerjem;1;7149630
feljelent;1;7149631
felk;4;7149632
felkeltes;1;7149636
lal;3;7149637
lteni;1;7149640
felvid;2;7149641
fentieknek;1;7149643
fenyegetetts;1;7149644
ferd;1;7149645
figyeln;1;7149646
fogalmunk;1;7149647
fokos;2;7149648
fokr;1;7149650
fokra;1;7149651
folyamatra;1;7149652
fordulhatna;1;7149653
forg;1;7149654
giintegr;1;7149655
gondolj;1;7149656
gondoljavalaki;1;7149657
gondolkodtatta;1;7149658
gondolta;3;7149659
gondolunk;1;7149662
zelm;2;7149663
zelme;1;7149665
letkelt;1;7149666
gyan;1;7149667
gyorsult;1;7149668
nyada;1;7149669
rmaskapcsolatrendszer;1;7149670
rommilli;1;7149671
romnegyed;1;7149672
rnek;1;7149673
rrel;1;7149674
tteret;1;7149675
seazon;1;7149676
sztag;1;7149677
tlens;1;7149678
nyainak;1;7149679
hajunk;1;7149680
hangzanak;1;7149681
harcosok;1;7149682
harmonikus;2;7149683
haszneal;1;7149685
rozn;1;7149686
rozni;1;7149687
rozottan;1;7149688
rvonalakra;1;7149689
konys;1;7149690
hatalmakkal;1;7149691
haveri;1;7149692
jukat;1;7149693
jukbannyugodtan;1;7149694
nkat;1;7149695
hazugs;2;7149696
helyedre;1;7149698
helyesl;1;7149699
helyez;1;7149700
kel;6;7149701
nkmost;1;7149707
helyzet1945;1;7149708
helyzetbeker;1;7149709
helyzetismerete;1;7149710
helyzetr;1;7149711
hetilapotismerek;1;7149712
hib;5;7149713
hibrid;1;7149718
historikum;1;7149719
hittem;1;7149720
hivatkoznak;1;7149721
hogyh;1;7149722
hogyhiteles;1;7149723
hogyolvas;1;7149724
hogysosem;1;7149725
hordozhat;1;7149726
hosszan;1;7149727
hozzuk;1;7149728
huszas;1;7149729
huzat;1;7149730
huzatos;1;7149731
zek;1;7149732
zetben;1;7149733
nyelt;1;7149734
retek;1;7149735
lehets;2;7149736
illetvekem;1;7149738
ikkal;1;7149739
indokolj;1;7149740
zked;2;7149741
interj;1;7149743
jaaz;1;7149744
nyba;1;7149745
irtale;1;7149746
rdemess;1;7149747
iskolarendszergy;1;7149748
ngit;1;7149749
ismeg;1;7149750
nnepelhetik;1;7149751
pess;2;7149752
lethoz;1;7149754
lmegismerszik;1;7149755
kosan;1;7149756
javamra;1;7149757
jelenl;1;7149758
jelenlegibudapesti;1;7149759
jelenlegiszlov;1;7149760
ktelensz;1;7149761
nny;2;7149762
jelezt;1;7149764
jobbat;1;7149765
jobbid;1;7149766
szaknak;1;7149767
jogfosztotts;1;7149768
jogosanfelh;1;7149769
borodva;1;7149770
jutalmazz;1;7149771
nikul;1;7149772
osz;2;7149773
nytelen;1;7149775
pezni;1;7149776
pviseli;1;7149777
pviselik;1;7149778
rhetem;1;7149779
rjeaz;1;7149780
sztet;1;7149781
tszer;1;7149782
zbe;1;7149783
zre;1;7149784
natosnak;1;7149785
nja;1;7149786
nnyen;1;7149787
nyvet;1;7149788
nyvre;1;7149789
nheti;1;7149790
telezi;1;7149791
thet;1;7149792
vetkezetesendics;1;7149793
vetkezik;2;7149794
vetkezt;2;7149796
llodalma;1;7149798
lyban;1;7149799
zbiztons;1;7149800
zrem;1;7149801
zv;2;7149802
nv;5;7149804
lasztani;1;7149809
ldr;2;7149810
kalap;1;7149812
ccsal;1;7149813
nyra;1;7149814
kanzsid;1;7149815
kapcsol;2;7149816
dnia;1;7149818
kapn;1;7149819
kapnia;1;7149820
ltve;2;7149821
karcol;1;7149823
kaszin;1;7149824
katolicizmus;2;7149825
katonapolitikab;1;7149827
trabban;1;7149828
kecskep;1;7149829
sztorok;1;7149830
ene;1;7149831
anyagiakkal;1;7149832
kelteni;2;7149833
emlithetj;1;7149835
kerekednek;1;7149836
nydemokrat;1;7149837
kkal;2;7149838
keszty;1;7149840
zzel;1;7149841
tk;5;7149842
kiad;1;7149847
kiakn;1;7149848
zatlanul;1;7149849
kibontakoz;1;7149850
kifejezettenidegen;1;7149851
kiismertem;1;7149852
kijelent;2;7149853
kil;5;7149855
kilencvenes;1;7149860
kinevetik;1;7149861
kioszt;1;7149862
lynak;1;7149863
kirekeszt;1;7149864
rtetiesenhasonlitanak;1;7149865
kisaj;1;7149866
gellenesnek;1;7149867
gv;5;7149868
delem;2;7149873
kisgazd;1;7149875
kistelep;1;7149876
seken;1;7149877
kisv;1;7149878
rosokban;1;7149879
ntetett;1;7149880
kitev;1;7149881
logat;1;7149882
kmeg;1;7149883
rizni;1;7149884
kollektivjogait;1;7149885
kompromisszumokat;1;7149886
kompromisszumokba;1;7149887
konkr;1;7149888
konstrukci;1;7149889
konzervat;1;7149890
bban;2;7149891
nykoal;2;7149893
nyoknak;1;7149895
nyozzon;1;7149896
nyzati;2;7149897
koron;1;7149899
korszer;1;7149900
krajin;1;7149901
kurzuson;1;7149902
badoz;1;7149903
tjuk;2;7149904
tszat;2;7149906
tszik;2;7149908
nyosak;1;7149910
nyegesebb;2;7149911
nyeget;1;7149913
pni;1;7149914
pnie;1;7149915
tezett;1;7149916
tezik;1;7149917
tre;2;7149918
lakkozott;1;7149920
ledolgoz;1;7149921
legalkalmasabb;1;7149922
legelesettebb;1;7149923
leggy;1;7149924
leggyeng;1;7149925
rozottabbanf;1;7149926
sosabb;1;7149927
legink;1;7149928
legjobbak;1;7149929
legsz;1;7149930
vesebben;1;7149931
legt;1;7149932
legut;1;7149933
fant;1;7149934
ziad;1;7149935
lehetetlenn;1;7149936
leig;1;7149937
lej;1;7149938
ratta;1;7149939
giben;2;7149940
lelkileg;1;7149942
lelkis;1;7149943
lelve;1;7149944
lenyelni;1;7149945
lept;1;7149946
leszm;1;7149947
dunk;1;7149948
lophatta;1;7149949
moros;1;7149950
giscsak;1;7149951
gmagyarnak;1;7149952
nyoss;1;7149953
rgezett;1;7149954
rk;2;7149955
djukban;1;7149957
dszereit;1;7149958
lthoz;1;7149959
magasd;1;7149960
magn;1;7149961
szalagr;1;7149962
zat;1;7149963
bolg;1;7149964
magyargyal;1;7149965
magyarhirszerz;1;7149966
magyark;1;7149967
magyarodat;1;7149968
gegyenjog;1;7149969
ggalszemben;1;7149970
magyarter;1;7149971
leteken;1;7149972
maradinak;1;7149973
maradv;1;7149974
thatjuk;1;7149975
tottuk;1;7149976
llapitanunk;1;7149977
talkodott;1;7149978
megaj;1;7149979
kozni;1;7149980
lyegzik;1;7149981
meger;1;7149982
enalakitj;1;7149983
megg;1;7149984
tolnak;1;7149985
dhetett;1;7149986
megid;1;7149987
megind;1;7149988
solom;1;7149989
megjegyz;1;7149990
megjelennekel;1;7149991
tte;1;7149992
megjutalmazottak;1;7149993
zelit;1;7149994
megkock;1;7149995
ztattam;1;7149996
meglehet;1;7149997
meglepet;1;7149998
lnak;1;7149999
megsemmisit;1;7150000
lltter;1;7150001
llvatart;1;7150002
megszokt;1;7150003
megtagadnia;1;7150004
megtervezettek;1;7150005
megteszifeljelent;1;7150006
suljon;1;7150007
megvall;1;7150008
megvallani;1;7150009
megvet;1;7150010
nkre;1;7150011
megyesz;1;7150012
khelyeken;1;7150013
melyekkel;1;7150014
mennyei;1;7150015
menteget;1;7150016
dz;1;7150017
mereng;1;7150018
mertezek;1;7150019
mibenl;1;7150020
miel;2;7150021
mindazokkal;1;7150023
mindebben;1;7150024
mindenbenk;1;7150025
mindenmegl;1;7150026
mindenzsid;1;7150027
mindigmegtal;1;7150028
mintbalk;1;7150029
lszigeti;1;7150030
mocsk;1;7150031
moldvai;1;7150032
mondan;1;7150033
mondatlanul;1;7150034
mondatokat;2;7150035
mostan;1;7150037
guk;1;7150038
pcsoport;1;7150039
peihez;1;7150040
pivagy;1;7150041
vsor;1;7150042
menklat;1;7150043
nagyjelent;1;7150044
nagyr;1;7150045
nagyszer;1;7150046
napjainkra;1;7150047
napodat;1;7150048
narancszsid;1;7150049
ned;2;7150050
nedves;2;7150052
nef;1;7150054
ljenek;1;7150055
nemkossuth;1;7150056
nembizonyit;1;7150057
nemcsakmegkezd;1;7150058
nemk;1;7150059
pviselheti;1;7150060
natos;1;7150061
nemzed;1;7150062
nemzetgazdas;1;7150063
nemzetgyal;1;7150064
nemzetidegen;1;7150065
nemzetikisebbs;1;7150066
nemzetitudattal;1;7150067
nemzetpolitikus;1;7150068
nemzetront;1;7150069
nemzetsz;1;7150070
veljelent;1;7150071
normaliz;1;7150072
jtok;1;7150073
nyer;2;7150074
nyilakat;1;7150076
tsuk;1;7150077
ocsm;1;7150078
nys;1;7150079
lsokan;1;7150080
odafigyelek;1;7150081
odat;1;7150082
okt;2;7150083
berben;1;7150085
olyanjelleg;1;7150086
orr;1;7150087
megnemesitett;1;7150088
orvoss;1;7150089
ostob;1;7150090
osztagokat;1;7150091
oszthatatlan;1;7150092
kvolna;1;7150093
ahov;1;7150094
otthonkossuth;1;7150095
lfordul;1;7150096
sait;5;7150097
rbesz;1;7150102
dre;1;7150103
rteln;1;7150104
rtocsk;1;7150105
rtokat;1;7150106
lda;1;7150107
nzes;1;7150108
paktumokat;1;7150109
peld;1;7150110
pelenk;1;7150111
pfuj;1;7150112
feh;2;7150113
lddel;1;7150115
politiz;1;7150116
poroljuk;1;7150117
principiumnak;1;7150118
programelemek;1;7150119
propagandist;1;7150120
pszichikusan;1;7150121
bbentek;1;7150122
galmakat;1;7150123
ltak;2;7150124
viden;1;7150126
rendeli;1;7150127
rendelj;1;7150128
rojtok;1;7150129
rokonszenvez;1;7150130
nosit;1;7150131
rombol;1;7150132
rovataezen;1;7150133
rgazsid;1;7150134
tbizonyos;1;7150135
tkelet;1;7150136
tos;1;7150137
toskisebbs;1;7150138
kekr;1;7150139
sakkban;1;7150140
sanyargat;1;7150141
sanyargatta;1;7150142
tenie;1;7150143
semminttettek;1;7150144
sohasemhallottam;1;7150145
sokkalazut;1;7150146
sorolhatn;1;7150147
sorrendet;1;7150148
stabiliz;1;7150149
leten;2;7150150
boljalsovszky;1;7150152
thatok;1;7150153
mmal;1;7150154
momra;1;7150155
montartj;1;7150156
munkra;1;7150157
kokat;1;7150158
zadunk;1;7150159
lein;1;7150160
tdaraboljuk;1;7150161
rattat;1;7150162
redez;1;7150163
nyetnikumm;1;7150164
vre;2;7150165
tegy;1;7150167
bak;1;7150168
gleteit;1;7150169
leinket;1;7150170
letn;1;7150171
szakaszai;1;7150172
szakaszban;1;7150173
szamunk;1;7150174
szavakra;1;7150175
szavazatokkal;1;7150176
szeg;1;7150177
nyednek;1;7150178
lyek;2;7150179
lyis;1;7150181
lykiv;1;7150182
znem;1;7150183
szents;1;7150184
szerbvonatkoz;1;7150185
szeress;1;7150186
szeretetnyilv;1;7150187
szerezhet;1;7150188
szerintl;1;7150189
szezonz;1;7150190
szigorral;1;7150191
szil;1;7150192
szin;1;7150193
kk;2;7150194
szocialist;1;7150196
ljanak;1;7150197
szolidarit;1;7150198
pint;1;7150199
szomor;1;7150200
daink;2;7150201
gass;1;7150203
madnak;1;7150204
maszpontot;1;7150205
mogatotts;1;7150206
mogattak;1;7150207
saink;1;7150208
rgyilagos;1;7150209
rgyilagosan;1;7150210
rsadalomban;1;7150211
rsadalomt;1;7150212
neiben;1;7150213
volabbi;1;7150214
vols;1;7150215
gtart;1;7150216
vonnagyon;1;7150217
vozni;1;7150218
nyeiezt;1;7150219
nyleg;1;7150220
nynem;1;7150221
vednek;1;7150222
vedtek;1;7150223
bbet;1;7150224
bbmilli;1;7150225
bbsz;2;7150226
preng;1;7150228
dtek;4;7150229
rekednek;1;7150233
nelmileg;1;7150234
rtet;1;7150235
nyalkot;1;7150236
lyba;1;7150237
ntesse;1;7150238
taglal;1;7150239
taglalt;1;7150240
tags;2;7150241
taktik;1;7150243
taktikaiengedm;1;7150244
tottak;1;7150245
tanulhat;1;7150246
nyozni;1;7150247
tartalmakalapj;1;7150248
tarthatjuk;1;7150249
tartj;1;7150250
tartogattak;1;7150251
tehets;1;7150252
tekinthet;1;7150253
tekintj;1;7150254
thetiegyh;1;7150255
zunk;1;7150256
teljesed;1;7150257
temesv;1;7150258
tengervesz;1;7150259
tenmagadat;1;7150260
tenn;6;7150261
tenniaz;1;7150267
letiegys;1;7150268
teremtve;1;7150269
elz;1;7150270
terjesztettem;1;7150271
szetes;1;7150272
tessz;1;7150273
testszagr;1;7150274
tetej;1;7150275
gem;5;7150276
tipr;1;7150281
lkod;2;7150282
tizmilli;1;7150284
tizszer;2;7150285
tornyosulnak;1;7150287
bbiakban;1;7150288
bbra;1;7150289
jai;1;7150290
trendben;1;7150291
trendvonalat;1;7150292
tucatot;1;7150293
tudatoss;1;7150294
seim;1;7150295
kkifizetni;1;7150296
ugr;2;7150297
lhatnak;1;7150299
ukr;2;7150300
undor;2;7150302
uszitanak;1;7150304
np;6;7150305
utas;6;7150311
laszok;2;7150317
laszolnak;1;7150319
sokig;1;7150320
llaljuk;1;7150321
llalni;1;7150322
llalnunk;1;7150323
logatni;1;7150324
ltoztathatj;1;7150325
rnak;1;7150326
rosok;1;7150327
delmezn;1;7150328
dtem;1;7150329
gigtekintve;1;7150330
glegesen;1;7150331
nyekre;2;7150332
nynyilv;1;7150334
szsid;1;7150335
valamelyn;1;7150336
valamiben;1;7150337
sgyakorl;1;7150338
vallani;1;7150339
vasarn;1;7150340
vehetek;1;7150341
vehett;1;7150342
lez;1;7150343
verses;1;7150344
nyli;1;7150345
rcsillag;1;7150346
rli;1;7150347
kbucurestiben;1;7150348
vezetne;1;7150349
gosan;1;7150350
vissz;1;7150351
visszanyesegeti;1;7150352
viszav;1;7150353
gjuk;1;7150354
vizsg;2;7150355
voltakvissza;1;7150357
katk;1;7150358
vidcsillagossal;1;7150359
zzuk;1;7150360
zab;1;7150361
zabr;1;7150362
zavar;1;7150363
tminden;1;7150364
demokratikuskent;1;7150365
diplomata;1;7150366
kikepzesi;1;7150367
electronikus;1;7150368
erted;1;7150369
karrierdiplomata;1;7150370
karrierdiplomatakat;1;7150371
legvidamabb;1;7150372
partegyesules;1;7150373
pokolvarnak;1;7150374
profikkal;1;7150375
remenybeli;1;7150376
szakember;2;7150377
szakertelemre;1;7150379
csernomirgyinek;1;7150380
dahr;1;7150381
lebegyek;1;7150382
nyugatrol;1;7150383
vitaly;1;7150384
16n;1;7150385
adataik;1;7150386
agocs;1;7150387
agocsnak;1;7150388
allatokrol;1;7150389
allomas;1;7150390
alsomegyen;1;7150391
anatolij;1;7150392
aranykalasz;1;7150393
benyomaskeltes;1;7150394
bacs;1;7150395
kiskunban;1;7150396
botos;1;7150397
csatoltak;1;7150398
csubajszot;1;7150399
csupa;1;7150400
szarnytol;1;7150401
farkas;2;7150402
farkast;1;7150404
felhivasukat;1;7150405
franko;1;7150406
haiderrel;1;7150407
homok;1;7150408
megyre;1;7150409
homokmeggyel;1;7150410
homokmegy;1;7150411
homokmegyen;1;7150412
restauraciora;1;7150413
hungarianuniversity;1;7150414
iliescuval;1;7150415
intezetbe;1;7150416
kadarizmus;1;7150417
ketparti;1;7150418
kalocsatol;1;7150419
kecskemeten;1;7150420
kerdezem;1;7150421
kiskunmajsan;1;7150422
klubja;1;7150423
kongresszustol;1;7150424
kozlonyben;1;7150425
kravcsukkal;1;7150426
kutafajtak;1;7150427
vitafrom;1;7150428
bgl;1;7150429
legujabban;1;7150430
pel;3;7150431
markella;1;7150434
masodsorban;1;7150435
matos;1;7150436
meciarral;1;7150437
miniszteriumbol;1;7150438
mogejuk;1;7150439
munkaspartot;1;7150440
ocsai;1;7150441
oregcserto;1;7150442
orjeg;1;7150443
orjegen;1;7150444
orjeget;1;7150445
orszagggyules;1;7150446
pennel;1;7150447
rakosieknak;1;7150448
rakosieknal;1;7150449
sarosi;1;7150450
senivek;1;7150451
shays;2;7150452
solt;1;7150454
solton;1;7150455
spartacus;1;7150456
statisztikailag;1;7150457
szempontjaink;1;7150458
szimpatikus;2;7150459
tazlaron;1;7150461
terra;1;7150462
torgyanek;1;7150463
viki;1;7150464
virag;1;7150465
washingtonba;1;7150466
zemplenyivel;1;7150467
zsirinovszkijjal;1;7150468
szeleskoruen;1;7150469
abszurditasat;1;7150470
afganokat;1;7150471
ajtok;1;7150472
akarnia;1;7150473
akkreditalt;1;7150474
alapsokasagot;1;7150475
alapszempontja;1;7150476
alcazott;1;7150477
alelnokkel;1;7150478
alkoholistak;1;7150479
alkoholizmusba;1;7150480
alkotmanyellenesnek;2;7150481
alkotmanyozast;1;7150483
alkuhalorendszerenek;1;7150484
allamot;1;7150485
allamtitkari;2;7150486
allandosulni;1;7150488
allaspontjaval;1;7150489
megbetegedesek;1;7150490
allategeszsegugyiektol;1;7150491
allatgazdasagok;1;7150492
allathulla;1;7150493
telepet;1;7150494
allatokat;1;7150495
allatoktol;1;7150496
allatorvos;1;7150497
allatorvosa;1;7150498
allatorvosnak;1;7150499
allatorvosok;1;7150500
allatrol;1;7150501
allattelep;1;7150502
allattelepet;1;7150503
allitasnak;1;7150504
allitson;1;7150505
allomasra;1;7150506
alulmulta;1;7150507
amilyet;1;7150508
amitol;1;7150509
anketot;1;7150510
antibiotikum;1;7150511
apatsagban;1;7150512
aradas;1;7150513
arveresenek;1;7150514
arveresi;1;7150515
asszisztalt;1;7150516
atalakitasara;1;7150517
attekinthetetlen;1;7150518
atternenek;1;7150519
atvallalja;1;7150520
atvetelere;1;7150521
atyjat;1;7150522
avosok;1;7150523
bajok;2;7150524
bakteriumok;1;7150526
bakteriumokat;1;7150527
bakteriumsporak;1;7150528
barakk;1;7150529
barhivai;1;7150530
barmennyire;1;7150531
batorsagot;1;7150532
beadvany;1;7150533
beatings;1;7150534
beavatkozassal;1;7150535
becslesere;1;7150536
becslesuk;1;7150537
beepitett;1;7150538
bejutasa;1;7150539
bekerulhet;1;7150540
bekerulhettek;1;7150541
belathatta;1;7150542
belehal;1;7150543
belsoseget;1;7150544
benzinaremeles;1;7150545
berbe;1;7150546
berli;1;7150547
berlok;1;7150548
bertartasra;1;7150549
beruhazasoke;1;7150550
beszamolojahoz;1;7150551
beszedmodora;1;7150552
betartja;1;7150553
betegseget;1;7150554
betegseggel;1;7150555
betegszabadsagra;1;7150556
betokosodott;1;7150557
birkanyaj;1;7150558
birtokolnia;1;7150559
bizalmahoz;1;7150560
bizalmatlansagot;2;7150561
bizonygatjak;1;7150563
bizonyitva;1;7150564
bizonylattal;1;7150565
bizottsagig;1;7150566
boncolasnal;1;7150567
boncolast;1;7150568
bort;1;7150569
borukon;1;7150570
borulato;1;7150571
bruno;4;7150572
juno;1;7150576
bukkanhatnak;1;7150577
bukkant;1;7150578
bunosebb;1;7150579
bunosokre;1;7150580
bunugyben;1;7150581
burokratanak;1;7150582
cenzuratervezetrol;1;7150583
cenzurazasat;1;7150584
cirka;1;7150585
csalot;1;7150586
csatarozas;1;7150587
csatornaszakaszt;1;7150588
csecseneket;1;7150589
cserelek;1;7150590
csokonyos;1;7150591
csoportot;1;7150592
csucstalalkozo;2;7150593
csunyat;1;7150595
cukormazzal;1;7150596
curtails;1;7150597
darabolaskor;1;7150598
delkeletre;1;7150599
demokrataknal;1;7150600
diplomaciaja;1;7150601
diplomacianak;1;7150602
diplomatakepzoben;1;7150603
dontenek;2;7150604
duett;1;7150606
duhongo;1;7150607
ebek;1;7150608
egybentartasaert;1;7150609
egyesulne;1;7150610
egyhonapos;1;7150611
elastak;1;7150612
elbocsatast;1;7150613
eldontese;1;7150614
eleje;2;7150615
eletbevago;1;7150617
eletkedvem;1;7150618
eletrevalo;1;7150619
elfekelyesedett;1;7150620
elfogadhatosagat;1;7150621
elfogadnia;1;7150622
elfogytaval;1;7150623
elhalasztasat;1;7150624
elhangzottak;1;7150625
elhatarolodna;1;7150626
elhullasakor;1;7150627
elhullott;1;7150628
elismerik;2;7150629
eljarasa;1;7150631
elkuldve;1;7150632
ellenanyag;1;7150633
ellenanyagot;1;7150634
ellenorizhetetlenne;1;7150635
ellenzekkel;2;7150636
elmagyarazzuk;1;7150638
elmebetegek;1;7150639
elmebetegeket;1;7150640
elmebetegsegnek;1;7150641
elnezest;2;7150642
elnokseggel;1;7150644
elobukkant;1;7150645
elofordultak;1;7150646
elorelepes;1;7150647
eloretoresuk;1;7150648
elozik;1;7150649
elpusztult;1;7150650
elrejtozott;1;7150651
elszomoritja;1;7150652
eltessekelne;1;7150653
eltetoje;1;7150654
elvallaljuk;1;7150655
elvegzesenek;1;7150656
emberemlekezet;1;7150657
emberre;2;7150658
emel;2;7150660
engedes;1;7150662
epizod;1;7150663
erdekkepviseletek;3;7150664
erdeklodesunkre;1;7150667
eredmenyuk;1;7150668
erekbe;1;7150669
eroi;2;7150670
ertekesitettek;2;7150672
ertesuleset;1;7150674
erzelemmel;2;7150675
erzelemmentesen;1;7150677
eshet;1;7150678
eszreveszik;1;7150679
esztendore;2;7150680
ethnically;1;7150682
tized;1;7150683
evinel;1;7150684
evtizedekkel;1;7150685
exportja;1;7150686
ezeregyszazeves;1;7150687
fajtabol;1;7150688
fakad;1;7150689
falunak;1;7150690
fedezesere;1;7150691
fedeztek;1;7150692
fedoneve;1;7150693
fekely;1;7150694
fekvo;1;7150695
feladatokat;2;7150696
feleledhetnek;1;7150698
felelhetik;1;7150699
felelosnek;1;7150700
felelossegrevonasa;1;7150701
felevszazada;1;7150702
felfuggeszteset;1;7150703
felhatalmazott;1;7150704
felindultan;1;7150705
felkeszulest;1;7150706
felmilliardos;1;7150707
felporgetesevel;1;7150708
felrevezetni;1;7150709
felszamolasokra;1;7150710
felszokik;1;7150711
feltalaloinak;1;7150712
feltehetoleg;1;7150713
feltucatnyi;1;7150714
felulmulja;1;7150715
fenntartsa;1;7150716
fertozest;1;7150717
fertozesveszely;1;7150718
fertozottek;1;7150719
fertozottet;1;7150720
fofkgp;1;7150721
foglalkoztatottat;1;7150722
fogyasztasanak;1;7150723
fogyasztottak;1;7150724
fogyasztunk;1;7150725
foldalap;1;7150726
foldalapba;1;7150727
foldalapban;1;7150728
foldalapbol;1;7150729
foldarverest;1;7150730
foldbirtokot;1;7150731
foldde;1;7150732
foldkiado;1;7150733
foldrendezo;1;7150734
folparcellazzak;1;7150735
folszerelkezve;1;7150736
fonak;1;7150737
formalta;1;7150738
forrasokbol;1;7150739
fovarosunkban;1;7150740
gardaja;1;7150741
gazdaknak;1;7150742
gazdaknal;1;7150743
govcimere;1;7150744
gondolatmenetet;1;7150745
gondolhatta;1;7150746
gondolkoznank;1;7150747
gondozoja;1;7150748
gulya;1;7150749
gyakorisaggal;1;7150750
gyilkolja;1;7150751
hadiparancsot;1;7150752
hagyomanyokban;1;7150753
hajszalerein;1;7150754
hajtanak;1;7150755
hala;2;7150756
hallottuk;1;7150758
halozatokon;1;7150759
hangulatot;1;7150760
hangvitellel;1;7150761
hanyagolnam;1;7150762
haragszom;1;7150763
harcat;2;7150764
harcolok;1;7150766
harmincas;1;7150767
harmincnyolc;1;7150768
hatalomatvetel;1;7150769
hatalomatveteli;1;7150770
hatarolo;1;7150771
hazahivott;1;7150772
hazautazva;1;7150773
hazavitt;1;7150774
haztartasok;1;7150775
hektaros;1;7150776
hektarosnak;1;7150777
helybeli;1;7150778
helybelieknek;1;7150779
helybelinek;1;7150780
helyukre;1;7150781
hentes;1;7150782
hetekig;1;7150783
hianyolt;1;7150784
hiradast;1;7150785
hirlevel;1;7150786
hirsorok;1;7150787
hivatalunk;1;7150788
hokezeles;1;7150789
homokmegyi;1;7150790
homokmegyiek;1;7150791
hozzaertok;1;7150792
hust;1;7150793
hypos;1;7150794
idegennek;1;7150795
idojaras;1;7150796
idopontja;1;7150797
inditana;1;7150798
indokoltnak;2;7150799
indulasuk;1;7150801
indulnak;1;7150802
informaciogyujtesre;1;7150803
ingadoznak;1;7150804
ingyenesse;1;7150805
injekcio;1;7150806
internacionaleba;1;7150807
iranyitana;1;7150808
irasara;1;7150809
irtja;1;7150810
irtjak;1;7150811
jarvany;1;7150812
jarvanyhelyzetet;1;7150813
jarvanyugyi;1;7150814
jatszotta;2;7150815
jeggyel;1;7150817
jegyzett;1;7150818
jelentekenynek;1;7150819
jelolteket;1;7150820
jeloltet;2;7150821
jogtalan;1;7150823
joszag;1;7150824
joszaggal;1;7150825
joszagok;1;7150826
jotollu;1;7150827
juliusahoz;1;7150828
kabinetrendszer;1;7150829
kabinetrendszerre;1;7150830
kabitoszerekhez;1;7150831
kabitoszerelvezok;1;7150832
kadarjaras;1;7150833
kaderek;1;7150834
kadertisztogatast;1;7150835
kampanyban;1;7150836
kapcsolatokkal;1;7150837
karjat;1;7150838
karpotlasra;2;7150839
karrendezesi;1;7150841
kartyavarat;1;7150842
kaszalas;1;7150843
kaszalasra;1;7150844
katasztrofat;1;7150845
kedvelik;1;7150846
keletkezik;1;7150847
keleveny;1;7150848
kenyszervagast;1;7150849
keptelenseget;1;7150850
kepviselokrol;2;7150851
kepzett;1;7150853
kerdesem;1;7150854
kerdesfeltevesekkel;1;7150855
kerekasztalpaktum;1;7150856
kerekasztaluknal;1;7150857
keret;2;7150858
kereteibe;1;7150860
kerges;1;7150861
kernenek;1;7150862
kerulve;1;7150863
keszitik;2;7150864
ketseguknek;1;7150866
kezdodhettek;1;7150867
kezeles;1;7150868
kezelessel;1;7150869
kezuk;1;7150870
kicsavarna;1;7150871
kicsiket;1;7150872
kielezze;1;7150873
kieses;1;7150874
kifizeti;1;7150875
kijeloleset;1;7150876
kiken;1;7150877
kikepzes;1;7150878
kimasolva;1;7150879
kimult;1;7150880
kimultak;1;7150881
kinevezesekor;1;7150882
kisebbsegekert;1;7150883
kisugarzik;1;7150884
kitermelodesehez;1;7150885
kivalogatas;1;7150886
kivansagot;1;7150887
kivetelet;1;7150888
kivetnivalonak;1;7150889
kizsakmanyolnak;1;7150890
kocsival;2;7150891
kombinacioban;1;7150893
kommentalni;1;7150894
komolyabban;2;7150895
kompromisszumkeszseggel;1;7150897
konszenzushiany;1;7150898
konzulatuson;1;7150899
kordaban;2;7150900
korkent;1;7150902
korkepu;1;7150903
kormanykabinet;1;7150904
kormanyozzon;1;7150905
kormanyprogram;1;7150906
kormegoszlas;1;7150907
kornak;1;7150908
kornyekbelinek;1;7150909
kornyekrol;1;7150910
korzetekben;1;7150911
kotelezove;1;7150912
kovetelmeny;1;7150913
kozalkalmazottaknak;1;7150914
kozelebbi;1;7150915
kozelmultbeli;1;7150916
kozigazgatasban;1;7150917
kozonsegsikere;1;7150918
